ProjectWithBondsAssignmentMut1.sol	 killed 
ProjectWithBondsErrorHandle6.sol	 live 
ProjectWithBondsErrorHandle7.sol	 live 
ProjectWithBondsErrorHandle8.sol	 live 
ProjectWithBondsEventDelMut1.sol	 live 
ProjectWithBondsEventDelMut2.sol	 live 
ProjectWithBondsEventDelMut3.sol	 live 
ProjectWithBondsFunctionTypeMut2.sol	 killed 
ProjectWithBondsFunctionTypeMut4.sol	 killed 
Live: 36
Killed: 61
Total: 97
Mutation Score: 0.6288659793814433
ProjectWithBondsFunctionTypeMut6.sol	 killed 
ProjectWithBondsFunctionTypeMut8.sol	 killed 
ProjectWithBondsFunctionVisMut1.sol	 killed 
ProjectWithBondsFunctionVisMut12.sol	 live 
ProjectWithBondsFunctionVisMut13.sol	 live 
ProjectWithBondsFunctionVisMut14.sol	 live 
ProjectWithBondsFunctionVisMut18.sol	 live 
ProjectWithBondsFunctionVisMut19.sol	 killed 
ProjectWithBondsFunctionVisMut20.sol	 killed 
ProjectWithBondsFunctionVisMut21.sol	 live 
ProjectWithBondsFunctionVisMut22.sol	 killed 
ProjectWithBondsFunctionVisMut23.sol	 killed 
ProjectWithBondsFunctionVisMut24.sol	 live 
ProjectWithBondsFunctionVisMut6.sol	 live 
ProjectWithBondsStateVarMut1.sol	 live 
ProjectWithBondsStateVarMut2.sol	 live 
ProjectWithBondsStateVarMut3.sol	 killed 
ProjectWithBondsStateVarMut4.sol	 killed 
ProjectWithBondsStateVarMut5.sol	 live 
ProjectWithBondsStateVarMut6.sol	 live 
ProjectWithBondsStateVarMut7.sol	 live 
ProjectWithBondsStateVarMut8.sol	 live 
Live: 13
Killed: 9
Total: 22
Mutation Score: 0.4090909090909091
